person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout,EntraronConComputadora,EntraronConSmartphone,EntraronConTablet,CantidadAdHits,DiasDesdeUltimoAdHit,DiasDesdeUltimaBusqueda,CantidadDeColoresVistos
0031c75f,56,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1000.0,1.0,2
003476c0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,108.0,10000.0,6.0,1.0,10000.0,0.0,1.0,0.0,6.0,20.0,87.0,3
003847fc,102,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,10000.0,1.0,1.0,10.0,1.0,0.0,0.0,23.0,1.0,1000.0,5
003a7d49,15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,10000.0,1.0,1.0,10.0,0.0,1.0,0.0,1.0,12.0,10.0,1
003bdb4d,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1
003d4cac,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,70.0,10000.0,0.0,1.0,53.0,0.0,1.0,0.0,2.0,36.0,1000.0,2
003dd965,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,0
0042421c,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,91.0,10000.0,2.0,1.0,10000.0,1.0,0.0,0.0,1.0,52.0,1000.0,6
004b8d91,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,10000.0,6.0,1.0,14.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
004ed8ba,228,1.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,0.2,7.0,94.0,54.0,5.0,1.0,54.0,0.0,1.0,0.0,38.0,7.0,22.0,5
0050d971,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,10000.0,0.0,1.0,14.0,0.0,1.0,0.0,4.0,5.0,1000.0,2
00546e55,15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,3.0,0.0,6.0,0.0,1.0,0.0,3.0,6.0,1000.0,3
00665dda,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,10000.0,2.0,1.0,7.0,0.0,1.0,0.0,4.0,4.0,4.0,5
006671fd,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,5
00702e02,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,10000.0,4.0,1.0,17.0,1.0,0.0,0.0,6.0,15.0,1000.0,5
00736d10,120,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,127.0,10000.0,3.0,1.0,10.0,1.0,0.0,0.0,5.0,4.0,1000.0,8
007537e8,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,10000.0,0.0,1.0,13.0,0.0,1.0,0.0,3.0,6.0,1000.0,2
007ddac1,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,0.0,0.0,10.0,0.0,1.0,0.0,3.0,10.0,1000.0,1
00868d8e,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,4.0,3
0086ee61,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,1000.0,1000.0,2
008bb884,146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,0.0,1.0,14.0,1.0,0.0,0.0,2.0,14.0,1000.0,9
00971729,89,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.2,7.0,14.0,14.0,3.0,1.0,7.0,1.0,0.0,0.0,3.0,14.0,1000.0,7
009a5ed5,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,10000.0,1.0,1.0,8.0,0.0,1.0,0.0,1.0,8.0,8.0,5
009cbfb2,34,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,0.0,1.0,16.0,1.0,0.0,0.0,5.0,16.0,1000.0,3
009d27e8,87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1000.0,10
00a58494,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,2.0,0.0,8.0,0.0,1.0,0.0,4.0,8.0,1000.0,2
00a91f61,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,63.0,10000.0,4.0,1.0,10000.0,0.0,1.0,0.0,3.0,58.0,58.0,2
00afd018,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,106.0,10000.0,7.0,1.0,10000.0,0.0,1.0,0.0,1.0,4.0,57.0,3
00b2b269,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,5.0,1.0,9.0,0.0,1.0,0.0,5.0,9.0,9.0,2
00b9f49d,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,7.0,1000.0,1
00bc3bed,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10000.0,3.0,1.0,3.0,0.0,1.0,0.0,9.0,3.0,1000.0,4
00beac49,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,10000.0,2.0,1.0,15.0,0.0,1.0,0.0,1.0,16.0,14.0,3
00c2307c,83,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,59.0,10000.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1000.0,1000.0,9
00c2f60d,149,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,137.0,10000.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,1000.0,1000.0,16
00c40a4b,17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,1000.0,2
00c955ce,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,10000.0,0.0,1.0,15.0,0.0,1.0,0.0,25.0,6.0,1000.0,4
00c9a4eb,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1000.0,1
00ca06d3,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,10000.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,9.0,1000.0,6
00d21f5e,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,10000.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
00d4b0c1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0,3.0,43.0,1000.0,4
00dabbf1,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1
00e3c94f,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
00e6a700,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,79.0,10000.0,4.0,1.0,11.0,0.0,1.0,0.0,2.0,11.0,1000.0,2
00ea5497,58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,54.0,10000.0,5.0,1.0,16.0,0.0,1.0,0.0,4.0,12.0,1000.0,5
00ecfd1a,46,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.2,7.0,17.0,16.0,2.0,1.0,16.0,0.0,1.0,0.0,3.0,7.0,16.0,3
00f49191,165,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10000.0,4.0,1.0,6.0,1.0,0.0,0.0,11.0,1.0,6.0,13
00fa4cd7,98,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.4,1.0,10.0,9.0,4.0,1.0,9.0,0.0,1.0,0.0,7.0,2.0,1.0,6
010358c1,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,10.0,1000.0,3
01067e00,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,5.0,1000.0,1
0107bdfc,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10000.0,4.0,1.0,6.0,0.0,1.0,0.0,9.0,4.0,4.0,3
01083011,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,8.0,1000.0,1
010dce63,16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,10000.0,3.0,1.0,14.0,0.0,1.0,0.0,4.0,13.0,1000.0,1
011120d7,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,5.0,1000.0,1
01118279,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1
0111d9af,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,0.0,0.0,14.0,0.0,1.0,0.0,2.0,14.0,1000.0,2
011beb42,482,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,2.0,121.0,8.0,63.0,1.0,8.0,1.0,0.0,0.0,44.0,2.0,14.0,13
011d982c,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,3.0,0.0,6.0,0.0,1.0,0.0,3.0,6.0,6.0,1
011e43e5,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,2.0,0.0,11.0,0.0,0.0,1.0,2.0,11.0,1000.0,3
011fbf97,86,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,71.0,10000.0,10.0,1.0,13.0,0.0,1.0,0.0,13.0,14.0,14.0,3
011fef85,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1
0127932b,44,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,8.0,1.0,5.0,0.0,1.0,0.0,8.0,5.0,5.0,2
013136c4,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,0.0,1.0,0.0,2.0,15.0,1000.0,1
01319a6d,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10000.0,0.0,1.0,10000.0,1.0,0.0,0.0,11.0,1.0,1000.0,4
013288eb,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,3.0,3.0,3
0132a515,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
01395e75,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,10000.0,0.0,1.0,9.0,0.0,1.0,0.0,2.0,9.0,1000.0,1
0143d796,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,1000.0,3
014412d6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,4.0,3.0,1000.0,1
0145565a,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,10000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1000.0,64.0,7
0146d5e8,94,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,10000.0,3.0,1.0,11.0,0.0,1.0,0.0,3.0,12.0,12.0,3
01477f15,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,10000.0,6.0,1.0,10000.0,0.0,1.0,0.0,4.0,5.0,5.0,7
0148562c,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1000.0,4.0,7
01488a35,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,3.0,0.0,9.0,0.0,1.0,0.0,3.0,9.0,1000.0,1
014bca6c,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,1000.0,1
015d002b,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,146.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,1.0,7.0,1000.0,0
015dfe12,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,11.0,1.0,0.0,0.0,1.0,11.0,1000.0,2
015eb48a,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,2.0,1.0,17.0,0.0,1.0,0.0,2.0,17.0,1000.0,1
015f1a84,105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,10000.0,1.0,1.0,8.0,1.0,0.0,0.0,2.0,8.0,8.0,11
01605eaa,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
0165b04a,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,1.0,5.0,1000.0,2
0165d283,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,2.0,0.0,15.0,0.0,1.0,0.0,2.0,15.0,1000.0,2
0165db0d,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,101.0,10000.0,11.0,1.0,7.0,0.0,1.0,0.0,15.0,2.0,7.0,3
01692bd2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,11.0,1000.0,1
016a78e4,163,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.2,2.0,12.0,2.0,10.0,1.0,2.0,1.0,0.0,0.0,30.0,2.0,1000.0,9
016efcb7,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,62.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,18.0,15.0,62.0,6
016f7879,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,2.0,1.0,6.0,0.0,1.0,0.0,2.0,6.0,1000.0,4
0172d307,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,1.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1.0,3
0173b599,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,4.0,1000.0,4
0178b595,436,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,10000.0,7.0,1.0,15.0,0.0,1.0,0.0,5.0,14.0,9.0,10
017a9049,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,11.0,1000.0,1
01855dab,88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,10000.0,1.0,1.0,11.0,0.0,1.0,0.0,1.0,12.0,11.0,8
018774cf,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,10000.0,0.0,1.0,8.0,1.0,0.0,0.0,5.0,7.0,1000.0,2
018954fd,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,10000.0,6.0,1.0,14.0,0.0,1.0,0.0,11.0,14.0,14.0,4
01914d78,169,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,71.0,10000.0,2.0,1.0,17.0,1.0,0.0,0.0,14.0,17.0,1000.0,8
0195ed3b,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,7.0,1000.0,1
019c24ae,68,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,6.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1000.0,6
019c7c78,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,11.0,1000.0,1
01a46372,16,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,4.0,9.0,9.0,1.0,1.0,9.0,1.0,0.0,0.0,2.0,9.0,1000.0,4
01a5aa29,105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10000.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,9
01add051,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,1000.0,1
01b12d02,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,16.0,1000.0,5
01b47d4f,29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,10000.0,4.0,1.0,22.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
01b65cfa,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,10000.0,3.0,1.0,7.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
01b79980,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,10000.0,2.0,1.0,10000.0,1.0,0.0,0.0,1.0,8.0,1000.0,5
01b860b1,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,10000.0,6.0,1.0,8.0,1.0,0.0,0.0,5.0,8.0,1000.0,4
01b91332,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,13.0,13.0,5
01c0bf0e,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,3.0,1000.0,2
01c407bd,34,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,3
01c6281f,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,10000.0,2.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,6
01c631cf,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,14.0,1000.0,1
01c8b35d,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,1.0,12.0,1000.0,1
01cf1230,28,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,10000.0,5.0,1.0,13.0,1.0,0.0,0.0,0.0,1000.0,17.0,4
